Item Name,Unit,Price,Quantity,Amount,Created
Himalayan Lion Apple,kg,160,10,1600,2-10-2023
Kiwi Green 3Pc,box,97.22,18,1749.96,2-10-2023
Mushroom Loose,kg,120,20,2400,2-10-2023
KASHMIR APPLE,kg,125,10,1250,2-10-2023
Sapota,kg,77.78,9,700.02,2-11-2023
Carrot,kg,30,20,600,2-11-2023
Ridge Gourd,kg,70,10,700,2-11-2023
Papaya,kg,40,15,600,2-11-2023
Apple Royal Gala,kg,200,20,4000,2-11-2023
Ber,kg,88.89,9,800.01,2-11-2023
Chilli Green,kg,40,2,80,2-11-2023
Brinjal Black Big,kg,18.67,15,280.05,2-11-2023
Brinjal Black Round,kg,37.33,7.5,279.975,2-11-2023
Potato,kg,10,25,250,2-11-2023
Cauliflower,kg,12,15,180,2-11-2023
Mint,kg,80,2,160,2-11-2023
Dragon Fruit,pc,66.67,18,1200.06,2-11-2023
Mushroom,box,31.45,55,1729.75,2-11-2023
Spring Onion,kg,40,3,120,2-11-2023
Capsicum Green,kg,40,15,600,2-11-2023
Blueberry,box,191.67,12,2300.04,2-11-2023
Radish White,kg,11.25,16,180,2-11-2023
Peeled Garlic,kg,50,10,500,2-11-2023
Sprouts Chana,box,16,5,80,2-11-2023
Cucumber White,kg,50,20,1000,2-11-2023
Apple Granny Smith,kg,188.89,18,3400.02,2-11-2023
Babycorn,packet,16,50,800,2-11-2023
Drumstick,kg,125,2,250,2-11-2023
Bottle Gourd,kg,35,10,350,2-11-2023
Pomegranate,kg,140,12.5,1750,2-11-2023
Coriander,kg,16.67,3,50.01,2-11-2023
Methi Sprouts,box,16,5,80,2-11-2023
Apple Chinese Fuji,kg,285,10,2850,2-11-2023
Palak,kg,12,10,120,2-11-2023
Methi,Bunch,10,10,100,2-11-2023
Bitter Gourd,kg,80,10,800,2-11-2023
Lemon,kg,75,10,750,2-11-2023
Tendor Coconut,pc,40,40,1600,2-11-2023
Mini Orange,kg,200,9,1800,2-11-2023
Tomato Himsona,kg,20,25,500,2-11-2023
Tenchi Pear,kg,315.38,13,4099.94,2-11-2023
Round Gourd,kg,40,10,400,2-11-2023
Zespri Kiwi Gold 3Pcs,box,183.33,12,2199.96,2-11-2023
Pineapple Rani,pc,75,10,750,2-11-2023
Pineapple Raja,pc,66.67,12,800.04,2-11-2023
Imported Plum Red,kg,294.64,5.6,1649.984,2-11-2023
Lotus Stem,kg,100,5,500,2-11-2023
Lemon Leaves,kg,600,0.5,300,2-11-2023
Saag,Bunch,10,10,100,2-11-2023
Himalayan Lion Apple,kg,175,10,1750,2-11-2023
Chappan Kaddu,kg,40,10,400,2-11-2023
Mushroom Loose,kg,120,11.5,1380,2-11-2023
THAI GUAVA PINK,kg,145,10,1450,2-11-2023
Lemongrass,kg,160,0.5,80,2-11-2023
Lettuce,kg,40,2.5,100,2-11-2023
Iceberg,kg,50,10.2,510,2-11-2023
Celery,kg,50,0.5,25,2-11-2023
Basil Italian,kg,220,1.5,330,2-11-2023
Asparagus,kg,1200,5,6000,2-11-2023
Tomato Red Cherry,box,15,6,90,2-11-2023
Kale,kg,300,0.5,150,2-11-2023
Lettuce,kg,40,10.3,412,2-11-2023
Celery,kg,50,1.2,60,2-11-2023
Basil Italian,kg,200,2,400,2-11-2023
Rocket Leaf,box,25,10,250,2-11-2023
Lettuce,kg,40,1,40,2-11-2023
Iceberg,kg,50,10,500,2-11-2023
Basil Italian,kg,250,1,250,2-11-2023
Tomato Red Cherry,box,20,4,80,2-11-2023
Lettuce,kg,40,10,400,2-11-2023
Iceberg,kg,50,10,500,2-11-2023
Basil Italian,kg,250,3,750,2-11-2023
Kale,kg,300,0.5,150,2-11-2023
Happy Banana,kg,55,30,1650,2-11-2023
Epigamia Greek Yogurt Natural 90Gms,box,41.9,6,263.97,2-11-2023
Epigamia Greek Yogurt Strawberry Smoothie,btl,60.95,2,127.99,2-11-2023
Brown Bread,Slice,7.142,14,99.988,2-11-2023
Dairy Naturals Cow Milk,pkt,41.5,6,249,2-11-2023
Doozy Desi Cow Milk,pkt,31.5,6,189,2-11-2023
Happy Banana,kg,55,15,825,2-11-2023
Dairy Naturals Cow Milk,pkt,41.5,3,124.5,2-11-2023
Doozy Cow Desi Ghee 500Ml,jar,480,3,1440,2-11-2023
Doozy Desi Cow Milk,pkt,31.5,3,94.5,2-11-2023
Sapota,kg,61.11,9,549.99,2-12-2023
Carrot,kg,30,15,450,2-12-2023
Green Peas,kg,30,20,600,2-12-2023
Broccoli,kg,40,10,400,2-12-2023
Ridge Gourd,kg,70,5,350,2-12-2023
Avocado,pc,223.68,19,4249.92,2-12-2023
Beans French,kg,40,10,400,2-12-2023
Brinjal Black Round,kg,40,5,200,2-12-2023
Potato,kg,7.5,20,150,2-12-2023
Thai Longan,packet,428.57,2.8,1199.996,2-12-2023
Red Globe,kg,368,12.5,4600,2-12-2023
Cauliflower,kg,12,15,180,2-12-2023
Mint,kg,75,2,150,2-12-2023
Mushroom,box,32,20,640,2-12-2023
Thomson Grapes,kg,88.89,9,800.01,2-12-2023
Shelled Sweetcorn,packet,15,10,150,2-12-2023
Blueberry,box,191.67,24,4600.08,2-12-2023
Apple Pink Lady,kg,170,20,3400,2-12-2023
Sprouts Chana,box,16.67,5,83.35,2-12-2023
Beet Root,kg,25,10,250,2-12-2023
Bottle Gourd,kg,36,10,360,2-12-2023
Pomegranate,kg,160.71,22.4,3599.904,2-12-2023
Coriander,kg,15,4,60,2-12-2023
Bhindi,kg,100,5,500,2-12-2023
Methi Sprouts,box,16.67,10,166.7,2-12-2023
Tomato Local,kg,13.83,25.3,349.899,2-12-2023
Ginger,kg,80,10,800,2-12-2023
Palak,kg,15,10,150,2-12-2023
Methi,Bunch,10,10,100,2-12-2023
Bitter Gourd,kg,80,10,800,2-12-2023
Lemon,kg,80,5,400,2-12-2023
Tendor Coconut,pc,40,40,1600,2-12-2023
Tomato Himsona,kg,20,25,500,2-12-2023
Grape Fruit,kg,153.33,15,2299.95,2-12-2023
Pineapple Rani,pc,70,10,700,2-12-2023
Coconut Husk,pc,22,50,1100,2-12-2023
Garlic Big,kg,80,5,400,2-12-2023
Saag,Bunch,14,10,140,2-12-2023
Chango Apple,kg,131.58,9.5,1250.01,2-12-2023
Turnip(Shalgam),kg,20,10,200,2-12-2023
Sondam Pear,kg,198.63,14.6,2899.998,2-12-2023
ACHARI RED CHILLI,kg,100,5,500,2-12-2023
BLACK CARROT,kg,80,5,400,2-12-2023
THAI GUAVA PINK,kg,145,10,1450,2-12-2023
Dairy Naturals Cow Milk,pkt,41.5,6,249,2-12-2023
Doozy Dahi,jar,43,4,172,2-12-2023
Doozy Desi Cow Milk,pkt,31.5,5,157.5,2-12-2023
Happy Banana,kg,55,15,825,2-12-2023
Brown Bread,Slice,7.142,14,99.988,2-12-2023
Dairy Naturals Cow Milk,pkt,41.5,4,166,2-12-2023
Doozy Desi Cow Milk,pkt,31.5,4,126,2-12-2023
Doozy Farms Paneer,pkt,74.25,6,445.5,2-12-2023
Cauliflower,kg,10,22.472,224.72,2-12-2023
Radish White,kg,10,59.1,591,2-12-2023
Strawberry Fresh,box,45,56,2520,2-12-2023
Capsicum Red,kg,100,22.104,2210.4,2-12-2023
Capsicum Yellow,kg,100,21.584,2158.4,2-12-2023
Strawberry Fresh,box,45,49,2205,2-12-2023
Happy Banana,kg,55,15,825,2-13-2023
Dairy Naturals Cow Milk,pkt,41.5,4,166,2-13-2023
Doozy Dahi,jar,43,3,129,2-13-2023
Doozy Desi Cow Milk,pkt,31.5,4,126,2-13-2023
Doozy Farms Paneer,pkt,74.25,12,891,2-13-2023
Brown Bread,Slice,7.142,14,99.988,2-13-2023
Dairy Naturals Cow Milk,pkt,41.5,4,166,2-13-2023
Doozy Dahi,jar,43,3,129,2-13-2023
Doozy Desi Cow Milk,pkt,31.5,4,126,2-13-2023
Doozy Farms Paneer,pkt,74.25,12,891,2-13-2023
Happy Banana,kg,55,15,825,2-13-2023
Cauliflower,kg,12,23.86,286.32,2-13-2023
Strawberry Fresh,box,45,100,4500,2-13-2023
Carrot,kg,30,15,450,2-13-2023
Amla,kg,50,5,250,2-13-2023
Green Peas,kg,40,15,600,2-13-2023
Broccoli,kg,40,5,200,2-13-2023
Papaya,kg,40,15,600,2-13-2023
Beans French,kg,40,5,200,2-13-2023
Potato,kg,8,20,160,2-13-2023
Sweet Potato,kg,60,10,600,2-13-2023
Mint,kg,75,2,150,2-13-2023
Lettuce,kg,35,10,350,2-13-2023
Mushroom,box,25.33,30,759.9,2-13-2023
Capsicum Green,kg,40,15,600,2-13-2023
Iceberg,kg,35,16,560,2-13-2023
Shelled Sweetcorn,packet,15,10,150,2-13-2023
Apple Pink Lady,kg,175,10,1750,2-13-2023
Beet Root,kg,35,10,350,2-13-2023
Thai Ginger,kg,500,0.3,150,2-13-2023
Pomegranate,kg,150.41,12.3,1850.043,2-13-2023
Coriander,kg,20,3,60,2-13-2023
Bhindi,kg,100,5,500,2-13-2023
Apple Chinese Fuji,kg,270,10,2700,2-13-2023
Mosambi,kg,56.41,19.5,1099.995,2-13-2023
Palak,kg,12,10,120,2-13-2023
Methi,Bunch,8,10,80,2-13-2023
Lemon,kg,90,10,900,2-13-2023
Tendor Coconut,pc,40,60,2400,2-13-2023
Thai Guava,kg,90,10,900,2-13-2023
Pineapple Rani,pc,70,10,700,2-13-2023
South Pear,kg,307.69,13,3999.97,2-13-2023
Lemon Leaves,kg,600,0.3,180,2-13-2023
Avocado Newzeland,pc,343.31,26,8926.06,2-13-2023
Red Cherry Imported,kg,800,2.5,2000,2-13-2023
Saag,Bunch,16,10,160,2-13-2023
Black Grapes,kg,119.57,9.2,1100.044,2-13-2023
Kiwi Green 3Pc,box,83.33,18,1499.94,2-13-2023
Strawberry Fresh,box,45,240,10800,2-13-2023
Strawberry Fresh,box,35,80,2800,2-13-2023
Carrot,kg,30,10,300,2-15-2023
Avocado,pc,150,20,3000,2-15-2023
Papaya,kg,42,15,630,2-15-2023
Apple Royal Gala,kg,200,10,2000,2-15-2023
Chilli Green,kg,50,4,200,2-15-2023
Beans French,kg,45,10,450,2-15-2023
Brinjal Black Big,kg,20,15,300,2-15-2023
Brinjal Black Round,kg,40,10,400,2-15-2023
Potato,kg,8,25,200,2-15-2023
Zuchchini Yellow,kg,220,2,440,2-15-2023
Mint,kg,90,2,180,2-15-2023
Dragon Fruit,pc,77.78,18,1400.04,2-15-2023
Mushroom,box,36,20,720,2-15-2023
Spring Onion,kg,40,2,80,2-15-2023
Capsicum Green,kg,40,15,600,2-15-2023
Blueberry,box,191.67,12,2300.04,2-15-2023
Apple Pink Lady,kg,170,10,1700,2-15-2023
Cabbage Green,kg,12,10,120,2-15-2023
Cucumber White,kg,50,20,1000,2-15-2023
Bottle Gourd,kg,40,10,400,2-15-2023
Pomegranate,kg,151.64,12.2,1850.008,2-15-2023
Coriander,kg,20,3,60,2-15-2023
Bhindi,kg,100,10,1000,2-15-2023
Apple Chinese Fuji,kg,293.65,18.9,5549.985,2-15-2023
Zucchini Green,kg,40,5,200,2-15-2023
Palak,kg,12,5,60,2-15-2023
Methi,Bunch,14,5,70,2-15-2023
Bitter Gourd,kg,80,10,800,2-15-2023
Lemon,kg,90,17,1530,2-15-2023
Tendor Coconut,pc,40,40,1600,2-15-2023
Imported Babugosha,kg,261.54,13,3400.02,2-15-2023
Round Gourd,kg,40,10,400,2-15-2023
Local Guava,kg,80,25,2000,2-15-2023
Pineapple Rani,pc,70,10,700,2-15-2023
Zimi Kand,kg,67.18,11,738.98,2-15-2023
Achari Green Chilly,kg,40,5,200,2-15-2023
Avocado Newzeland,pc,346.11,27,9344.97,2-15-2023
Turnip(Shalgam),kg,20,10,200,2-15-2023
ACHARI RED CHILLI,kg,110,10,1100,2-15-2023
Lettuce Lolorosa Red,kg,80,2,160,2-15-2023
Celery,kg,50,2.5,125,2-15-2023
Basil Italian,kg,250,2.4,600,2-15-2023
Rocket Leaf,box,30,10,300,2-15-2023
Lemongrass,kg,120,1,120,2-15-2023
Parsley,box,14,5,70,2-15-2023
Rosemary,box,40,20,800,2-15-2023
Thyme,box,40,10,400,2-15-2023
Iceberg,kg,40,6,240,2-15-2023
Celery,kg,50,3,150,2-15-2023
Basil Italian,kg,250,1.5,375,2-15-2023
Asparagus,kg,1450,2,2900,2-15-2023
Tomato Red Cherry,box,14,10,140,2-15-2023
Cabbage Red,kg,40,2.5,100,2-15-2023
Brown Bread,Slice,7.142,28,199.976,2-15-2023
Dairy Naturals Cow Milk,pkt,42.5,6,255,2-15-2023
Doozy Desi Cow Milk,pkt,32.5,6,195,2-15-2023
Happy Banana,kg,55,15,825,2-15-2023
Dairy Naturals Cow Milk,pkt,42.5,6,0,2-15-2023
Doozy Desi Cow Milk,pkt,32.5,3,0,2-15-2023
Happy Banana,kg,55,30,1650,2-15-2023
Happy Banana,kg,62,15,930,2-15-2023
Dairy Naturals Cow Milk,pkt,42.5,6,255,2-15-2023
Doozy Desi Cow Milk,pkt,32.5,6,195,2-15-2023
Brown Bread,Slice,7.142,14,99.988,2-15-2023
Happy Banana,kg,62,15,930,2-15-2023
Dairy Naturals Cow Milk,pkt,42.5,4,0,2-15-2023
Doozy Dahi,jar,43,4,0,2-15-2023
Doozy Desi Cow Milk,pkt,32.5,4,0,2-15-2023
Doozy Farms Paneer,pkt,74.25,12,0,2-15-2023
Microgreen Box,box,90,4,360,2-15-2023
Baby Spinach Box,box,80,6,480,2-15-2023
Salad Mix Box,box,90,6,540,2-15-2023
Nestle Jeera Raita,box,56.28,17,1004.598,2-15-2023
Cauliflower,kg,12,34,408,2-15-2023
Strawberry Fresh,box,40,120,4800,2-15-2023
Capsicum Yellow,kg,90,38.3,3447,2-15-2023
Sapota,kg,66.67,18,1200.06,2-15-2023
Carrot,kg,30,15,450,2-15-2023
Amla,kg,60,5,300,2-15-2023
Green Peas,kg,40,15,600,2-15-2023
Broccoli,kg,40,10,400,2-15-2023
Ridge Gourd,kg,70,10,700,2-15-2023
Papaya,kg,42,15,630,2-15-2023
Chilli Green,kg,50,2,100,2-15-2023
Beans French,kg,45,10,450,2-15-2023
Potato,kg,8,20,160,2-15-2023
Red Globe,kg,375,6.4,2400,2-15-2023
Mint,kg,90,2,180,2-15-2023
Dragon Fruit,pc,77.78,18,1400.04,2-15-2023
Mushroom,box,40,40,1600,2-15-2023
Thomson Grapes,kg,85.11,9.4,800.034,2-15-2023
Capsicum Green,kg,40,10,400,2-15-2023
Cucumber White,kg,50,20,1000,2-15-2023
Beet Root,kg,35,10,350,2-15-2023
Babycorn,packet,16,50,800,2-15-2023
Bottle Gourd,kg,40,10,400,2-15-2023
Pomegranate,kg,157.54,12.3,1937.742,2-15-2023
Coriander,kg,20,5.5,110,2-15-2023
Bhindi,kg,100,10,1000,2-15-2023
Apple Chinese Fuji,kg,277.5,20,5550,2-15-2023
Pumpkin,kg,40,11,440,2-15-2023
Zucchini Green,kg,30,5,150,2-15-2023
Palak,kg,15,10,150,2-15-2023
Methi,Bunch,8,10,80,2-15-2023
Bitter Gourd,kg,85,10,850,2-15-2023
Tendor Coconut,pc,40,40,1600,2-15-2023
Mini Orange,kg,193.55,9.3,1800.015,2-15-2023
Tomato Himsona,kg,18.33,150,2749.5,2-15-2023
Thai Guava,kg,95,10,950,2-15-2023
Round Gourd,kg,40,10,400,2-15-2023
Pineapple Rani,pc,75,10,750,2-15-2023
Avocado Newzeland,pc,318.23,13,4136.99,2-15-2023
Saag,Bunch,15,10,150,2-15-2023
Chappan Kaddu,kg,40,10,400,2-15-2023
KASHMIR APPLE,kg,134.41,9.3,1250.013,2-15-2023
Amiksa Creamy Cheese,kg,1200,2.01,2701.44,2-15-2023
Amiksa Borsalino Cheese,kg,1200,2.03,2728.32,2-15-2023
Amiksa Borsalinuts,kg,1400,2.012,2816.8,2-15-2023
Amiksa Feta Cheese,kg,1300,2.042,2973.152,2-15-2023
Sweet Onion 350Gm,pc,155,3,520.8,2-15-2023
Hot Garlic Sauce 330Gm,pc,125,2,280,2-15-2023
Garlic Mayo,pc,89,2,199.36,2-15-2023
Vinaigrette Salad Sauce 320Gm,btl,135,3,453.6,2-15-2023
Chilli Oregano Sauce 350Gm,btl,135,3,453.6,2-15-2023
Pizza And Pasta Sauce 310Gm,btl,155,2,347.2,2-15-2023
Caesar Dressing 300Gm,btl,155,1,173.6,2-15-2023
Veeba Choco Peanut Butter 340Gm,No,199,2,445.76,2-15-2023
Veeba English Mustard 250Gm,No,85,2,190.4,2-15-2023
Brown Bread,Slice,7.142,14,99.988,2-16-2023
Dairy Naturals Cow Milk,pkt,42.5,6,255,2-16-2023
Doozy Cow Desi Ghee 500Ml,jar,480,3,1440,2-16-2023
Doozy Desi Cow Milk,pkt,32.5,6,195,2-16-2023
Doozy Farms Paneer,pkt,74.25,12,891,2-16-2023
Happy Banana,kg,62,15,930,2-16-2023
Dairy Naturals Cow Milk,pkt,42.5,4,170,2-16-2023
Doozy Dahi,jar,43,4,172,2-16-2023
Doozy Desi Cow Milk,pkt,32.5,4,130,2-16-2023
Doozy Farms Paneer,pkt,74.25,6,445.5,2-16-2023
Happy Banana,kg,62,15,930,2-16-2023
Carrot,kg,30,20,600,2-16-2023
Green Peas,kg,40,10,400,2-16-2023
Broccoli,kg,40,10,400,2-16-2023
Ridge Gourd,kg,70,5,350,2-16-2023
Papaya,kg,50,15,750,2-16-2023
Ber,kg,88.89,18,1600.02,2-16-2023
Chilli Green,kg,50,4,200,2-16-2023
Beans French,kg,50,10,500,2-16-2023
Brinjal Black Big,kg,20,10,200,2-16-2023
Potato,kg,8,25,200,2-16-2023
Red Globe,kg,390.63,6.4,2500.032,2-16-2023
Sweet Potato,kg,90,10,900,2-16-2023
Mint,kg,100,2,200,2-16-2023
Mushroom,box,36,15,540,2-16-2023
Capsicum Green,kg,40,10,400,2-16-2023
Blueberry,box,187.5,12,2250,2-16-2023
Cucumber White,kg,50,10,500,2-16-2023
Beet Root,kg,30,10,300,2-16-2023
Babycorn,packet,24,10,240,2-16-2023
Water Melon Red,kg,25,18,450,2-16-2023
Bottle Gourd,kg,40,10,400,2-16-2023
Pomegranate,kg,161.29,12.4,1999.996,2-16-2023
Coriander,kg,20,3,60,2-16-2023
Asparagus,kg,1250,1,1250,2-16-2023
Zucchini Green,kg,30,5,150,2-16-2023
Ginger,kg,90,10,900,2-16-2023
Mosambi,kg,56.7,19.4,1099.98,2-16-2023
Apple Red Delicious,kg,161.11,18,2899.98,2-16-2023
Palak,kg,15,10,150,2-16-2023
Methi,Bunch,8,10,80,2-16-2023
Bitter Gourd,kg,100,15,1500,2-16-2023
Lemon,kg,81.25,8,650,2-16-2023
Tendor Coconut,pc,40,40,1600,2-16-2023
Mango Totapuri,kg,194.03,6.7,1300.001,2-16-2023
Zespri Kiwi Gold 3Pcs,box,191.67,12,2300.04,2-16-2023
Pineapple Rani,pc,75,10,750,2-16-2023
Lotus Stem,kg,90,3,270,2-16-2023
Achari Green Chilly,kg,60,10,600,2-16-2023
Avocado Newzeland,pc,359.42,26,9344.92,2-16-2023
Turnip(Shalgam),kg,20,10,200,2-16-2023
Newzeeland Rose Apple,kg,204.3,18.6,3799.98,2-16-2023
ACHARI RED CHILLI,kg,100,5,500,2-16-2023
THAI GUAVA PINK,kg,145,10,1450,2-16-2023
Carrot,kg,30,20,600,2-17-2023
Green Peas,kg,40,15,600,2-17-2023
Broccoli,kg,40,10,400,2-17-2023
Avocado,pc,231.25,16,3700,2-17-2023
Papaya,kg,45,20,900,2-17-2023
Apple Royal Gala,kg,204.08,9.8,1999.984,2-17-2023
Beans French,kg,60,10,600,2-17-2023
Brinjal Black Big,kg,20,10,200,2-17-2023
Potato,kg,10,25,250,2-17-2023
Zuchchini Yellow,kg,190,2,380,2-17-2023
Cauliflower,kg,10,20,200,2-17-2023
Mint,kg,100,1,100,2-17-2023
Mushroom,box,36,25,900,2-17-2023
Spring Onion,kg,45,2,90,2-17-2023
Capsicum Green,kg,40,10,400,2-17-2023
Blueberry,box,175,24,4200,2-17-2023
Apple Pink Lady,kg,193.55,18.6,3600.03,2-17-2023
Cucumber White,kg,50,10,500,2-17-2023
Beet Root,kg,30,10,300,2-17-2023
Onion White,kg,100,10,1000,2-17-2023
Water Melon Red,kg,22.22,27,599.94,2-17-2023
Pomegranate,kg,158.12,23.4,3700.008,2-17-2023
Bhindi,kg,100,5,500,2-17-2023
Asparagus,kg,1300,1.5,1950,2-17-2023
Ginger,kg,80,10,800,2-17-2023
Mosambi,kg,56.12,19.6,1099.952,2-17-2023
Palak,kg,14,10,140,2-17-2023
Orange-Local,kg,96,25,2400,2-17-2023
Methi,Bunch,10,6,60,2-17-2023
Bitter Gourd,kg,100,10,1000,2-17-2023
Lemon,kg,80,15,1200,2-17-2023
Tendor Coconut,pc,37.5,40,1500,2-17-2023
Mango Safeda,kg,223.08,6.5,1450.02,2-17-2023
Tomato Himsona,kg,20,25,500,2-17-2023
Imported Babugosha,kg,261.54,13,3400.02,2-17-2023
Local Guava,kg,73.47,24.5,1800.015,2-17-2023
Pineapple Rani,pc,75,20,1500,2-17-2023
Coconut Husk,pc,22,50,1100,2-17-2023
Imported Plum Red,kg,312.5,4.8,1500,2-17-2023
White Petha,kg,30.22,22.5,679.95,2-17-2023
Jacks Fruit,kg,50,10,500,2-17-2023
Kiwi Local,pc,23.23,30,696.9,2-17-2023
Saag,Bunch,15,6,90,2-17-2023
Black Grapes,kg,125,9.6,1200,2-17-2023
Newzeeland Rose Apple,kg,192.71,9.6,1850.016,2-17-2023
THAI GUAVA PINK,kg,145,10,1450,2-17-2023
EPIGAMIA ALMOND MILK PLAIN 1LR,pkt,220,3,778.8,2-17-2023
Epigamia Greek Yogurt Blueberry 90Gm,box,41.9,5,245.12,2-17-2023
Epigamia Greek Yogurt Mango 90Gm,box,41.9,5,219.97,2-17-2023
Epigamia Greek Yogurt Natural,box,167.62,10,1760.01,2-17-2023
Epigamia Greek Yogurt Strawberry 90Gm,box,41.9,5,219.97,2-17-2023
Epigamia Greek Yogurt Vanilla Bean 90Gms,box,41.9,3,131.99,2-17-2023
Epigamia Wild Raspberry 90Gms,box,41.9,5,219.97,2-17-2023
Dairy Naturals Cow Milk,pkt,42.5,6,255,2-17-2023
Doozy Desi Cow Milk,pkt,32.5,6,195,2-17-2023
Doozy Farms Paneer,pkt,74.25,12,891,2-17-2023
Happy Banana,kg,62,15,930,2-17-2023
Dairy Naturals Cow Milk,pkt,42.5,6,255,2-17-2023
Doozy Dahi,jar,43,2,86,2-17-2023
Doozy Desi Cow Milk,pkt,32.5,3,97.5,2-17-2023
Happy Banana,kg,62,15,930,2-17-2023
Brown Bread,Slice,7.142,14,99.988,2-17-2023
Wheat Grass Box,box,90,5,450,2-17-2023
Iceberg,kg,50,8,400,2-17-2023
Celery,kg,50,2,100,2-17-2023
Basil Italian,kg,250,2.5,625,2-17-2023
Cabbage Red,kg,50,2.5,125,2-17-2023
Kale,kg,25,2,50,2-17-2023
Rocket Leaf,box,20,10,200,2-17-2023
Romaine Lettuce,kg,120,1.4,168,2-17-2023
EPIGAMIA GREEK YOGURT BANANA 110GM,jar,60.95,4,255.99,2-17-2023
Epigamia Greek Yogurt Blueberry 90Gm,box,41.9,3,147.07,2-17-2023
Epigamia Greek Yogurt Mango 90Gm,box,41.9,4,175.98,2-17-2023
Epigamia Greek Yogurt Natural,box,167.62,8,1408.01,2-17-2023
Epigamia Greek Yogurt Natural 90Gms,box,41.9,4,175.98,2-17-2023
Epigamia Greek Yogurt Smoothi Mulberry,btl,60.95,3,191.99,2-17-2023
Epigamia Greek Yogurt Smoothie Alphonso Mango,btl,60.95,4,255.99,2-17-2023
Epigamia Greek Yogurt Smoothie Blueberry,btl,60.95,3,191.99,2-17-2023
Epigamia Greek Yogurt Strawberry 90Gm,box,41.9,4,175.98,2-17-2023
Epigamia Greek Yogurt Strawberry Smoothie,btl,60.95,2,127.99,2-17-2023
Epigamia Greek Yogurt Strawberry Zero Sugar,box,60.95,4,255.99,2-17-2023
Epigamia Wild Raspberry 90Gms,box,41.9,2,87.99,2-17-2023
EPIGAMIA ALMOND MILK PLAIN 1LR,pkt,220.24,3,779.65,2-17-2023
Epigamia Greek Yogurt Strawberry Zero Sugar,box,60.95,12,767.97,2-17-2023
French Fries Small,packet,85.56,6,574.96,2-17-2023
Sapota,kg,72.22,18,1299.96,2-18-2023
Banana Robusta,kg,5.71,406,2318.26,2-18-2023
Carrot,kg,30,10,300,2-18-2023
Green Peas,kg,40,10,400,2-18-2023
Ber,kg,83.33,18,1499.94,2-18-2023
Beans French,kg,50,10,500,2-18-2023
Brinjal Black Big,kg,20,10,200,2-18-2023
Brinjal Black Round,kg,40,10,400,2-18-2023
Cauliflower,kg,10,10,100,2-18-2023
Mushroom,box,30,40,1200,2-18-2023
Capsicum Green,kg,40,10,400,2-18-2023
Arbi,kg,70,10,700,2-18-2023
Cucumber White,kg,50,10,500,2-18-2023
Apple Granny Smith,kg,194.44,18,3499.92,2-18-2023
Water Melon Red,kg,25.81,31,800.11,2-18-2023
Bottle Gourd,kg,40,10,400,2-18-2023
Pomegranate,kg,162.5,12,1950,2-18-2023
Coriander,kg,30,5,150,2-18-2023
Bhindi,kg,100,5,500,2-18-2023
Pumpkin,kg,40,8,320,2-18-2023
Palak,kg,12,5,60,2-18-2023
Methi,Bunch,10,10,100,2-18-2023
Lemon,kg,80,5,400,2-18-2023
Tendor Coconut,pc,40,40,1600,2-18-2023
Mini Orange,kg,170.21,9.4,1599.974,2-18-2023
Tomato Himsona,kg,20,50,1000,2-18-2023
Round Gourd,kg,40,10,400,2-18-2023
Bobby Melon,kg,66.67,12,800.04,2-18-2023
Pineapple Rani,pc,80,-10,-800,2-18-2023
Avocado Newzeland,pc,324.4,18,5839.2,2-18-2023
Red Cherry Imported,kg,1240,2.5,3100,2-18-2023
Saag,Bunch,10,10,100,2-18-2023
Chango Apple,kg,130,10,1300,2-18-2023
Chappan Kaddu,kg,40,10,400,2-18-2023
Kiwi Green 3Pc,box,88.89,18,1600.02,2-18-2023
THAI GUAVA PINK,kg,140,20,2800,2-18-2023
Brown Bread,Slice,7.142,14,99.988,2-18-2023
Carrot,kg,30,15,450,2-19-2023
Amla,kg,60,5,300,2-19-2023
Green Peas,kg,40,20,800,2-19-2023
Broccoli,kg,40,10,400,2-19-2023
Ridge Gourd,kg,70,10,700,2-19-2023
Avocado,pc,247.22,18,4449.96,2-19-2023
Papaya,kg,41.67,18,750.06,2-19-2023
Beans French,kg,60,10,600,2-19-2023
Brinjal Black Round,kg,40,10,400,2-19-2023
Potato,kg,8,20,160,2-19-2023
Red Globe,kg,359.38,6.4,2300.032,2-19-2023
Sweet Potato,kg,60,10,600,2-19-2023
Cauliflower,kg,10,20,200,2-19-2023
Mushroom,box,28,25,700,2-19-2023
Capsicum Green,kg,40,15,600,2-19-2023
Shelled Sweetcorn,packet,15,10,150,2-19-2023
Blueberry,box,183.33,12,2199.96,2-19-2023
Cucumber White,kg,50,10,500,2-19-2023
Beet Root,kg,35,10,350,2-19-2023
Babycorn,packet,25,10,250,2-19-2023
Water Melon Red,kg,23.53,17,400.01,2-19-2023
Pomegranate,kg,158.54,12.3,1950.042,2-19-2023
Coriander,kg,20,3,60,2-19-2023
Bhindi,kg,100,5,500,2-19-2023
Pumpkin,kg,40,10,400,2-19-2023
Palak,kg,15,10,150,2-19-2023
Methi,Bunch,8,10,80,2-19-2023
Bitter Gourd,kg,100,10,1000,2-19-2023
Lemon,kg,100,10,1000,2-19-2023
Tendor Coconut,pc,37.5,20,750,2-19-2023
Mini Orange,kg,180,10,1800,2-19-2023
Tomato Himsona,kg,16.67,150,2500.5,2-19-2023
Round Gourd,kg,40,10,400,2-19-2023
